order_id,paid_at,payment_status,amountPaid,currencyCode,channel,transaction_id,orderRef,paidAt,status,amount,currency,method,txRef,order,timestamp,state,amt,ccy,paymentMethod,txn
,,,,,,,ORD-000886,2023/05/03 16:47:59,FAILED,5000.0,NGN,card,TX-1261f673dafa,,,,,,,
,,,,,,,ORD-000593,2023/01/22 06:10:00,SUCCESS,25000.0,NGN,ussd,TX-775f8c45cfcb,,,,,,,
,,,,,,,,,,,,,,ORD-000861,1687476095.0,SUCCESS,40000.0,NGN,card,TRX326253
,,,,,,,ORD-000866,2023/12/21 12:52:51,SUCCESS,25000.0,NGN,card,TX-6eb1d1292881,,,,,,,
,,,,,,,ORD-000091,2023/12/22 22:01:56,SUCCESS,5000.0,NGN,bank_transfer,TX-421043bae6ba,,,,,,,
ORD-000305,2023-11-19T18:01:19Z,SUCCESS,25000.0,NGN,ussd,f90307375b25,,,,,,,,,,,,,,
ORD-000079,2023-11-07T09:32:15Z,SUCCESS,18000.0,NGN,bank_transfer,14bc5fa0bb9d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001137,1676352434.0,SUCCESS,25000.0,NGN,ussd,TRX869507
,,,,,,,,,,,,,,ORD-001081,1684383334.0,SUCCESS,12000.0,NGN,ussd,TRX758202
ORD-000782,2023-06-05T10:41:28Z,SUCCESS,18000.0,NGN,ussd,ab53cb882a28,,,,,,,,,,,,,,
,,,,,,,ORD-001074,2023/01/05 16:08:30,SUCCESS,9000.0,NGN,card,TX-b6572a15a38b,,,,,,,
,,,,,,,ORD-001135,2023/09/19 10:57:15,SUCCESS,40000.0,NGN,bank_transfer,TX-adf78da3f2d1,,,,,,,
ORD-000432,2023-06-13T02:27:01Z,SUCCESS,40000.0,NGN,bank_transfer,00c7b379e852,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000059,1679978442.0,FAILED,25000.0,NGN,bank_transfer,TRX897164
ORD-001167,2023-02-10T02:16:06Z,SUCCESS,25000.0,USD,bank_transfer,bb3c01f6c1b6,,,,,,,,,,,,,,
ORD-000844,2023-12-13T07:14:05Z,FAILED,25000.0,NGN,bank_transfer,a08f06f2a309,,,,,,,,,,,,,,
ORD-000891,2023-07-24T14:38:46Z,SUCCESS,5000.0,NGN,bank_transfer,f89da98c381a,,,,,,,,,,,,,,
ORD-000692,2023-12-13T21:22:16Z,FAILED,18000.0,NGN,bank_transfer,9b9032bdb244,,,,,,,,,,,,,,
ORD-000749,2023-03-22T11:30:25Z,SUCCESS,5000.0,USD,card,38d97ebb0e49,,,,,,,,,,,,,,
,,,,,,,ORD-000899,2023/08/17 13:52:54,SUCCESS,9000.0,NGN,card,TX-d5bc47435151,,,,,,,
ORD-000709,2023-05-09T15:43:14Z,SUCCESS,18000.0,NGN,card,8c36584c6eeb,,,,,,,,,,,,,,
,,,,,,,ORD-000988,2023/01/08 03:45:58,SUCCESS,40000.0,NGN,card,TX-09268610fb64,,,,,,,
,,,,,,,,,,,,,,ORD-000222,1698796426.0,FAILED,12000.0,NGN,bank_transfer,TRX674101
,,,,,,,ORD-000315,2023/11/27 22:16:38,FAILED,9000.0,NGN,bank_transfer,TX-cfd883fca641,,,,,,,
ORD-000595,2023-05-05T18:15:57Z,FAILED,12000.0,USD,card,8bab433de1ec,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000065,1697508307.0,SUCCESS,25000.0,NGN,ussd,TRX983877
ORD-001016,2023-09-03T02:15:14Z,SUCCESS,9000.0,NGN,ussd,61665a70fe4c,,,,,,,,,,,,,,
ORD-000200,2023-03-25T07:47:55Z,FAILED,9000.0,NGN,bank_transfer,03f98a33263e,,,,,,,,,,,,,,
,,,,,,,ORD-000122,2023/01/12 14:46:08,SUCCESS,9000.0,NGN,bank_transfer,TX-20117b9a8439,,,,,,,
,,,,,,,ORD-000463,2023/07/10 23:08:58,SUCCESS,18000.0,NGN,ussd,TX-ba21947a426a,,,,,,,
,,,,,,,,,,,,,,ORD-001160,1686381683.0,SUCCESS,18000.0,NGN,bank_transfer,TRX260016
,,,,,,,,,,,,,,ORD-001017,1679062617.0,SUCCESS,18000.0,NGN,ussd,TRX264377
ORD-000318,2023-10-30T03:23:02Z,SUCCESS,9000.0,NGN,bank_transfer,6dd11d7ac707,,,,,,,,,,,,,,
,,,,,,,ORD-000077,2023/03/29 04:04:11,SUCCESS,18000.0,NGN,bank_transfer,TX-9643cf2fd7f1,,,,,,,
,,,,,,,ORD-000925,2023/03/13 15:13:08,SUCCESS,25000.0,NGN,ussd,TX-978e27203cd1,,,,,,,
,,,,,,,ORD-000538,2023/12/25 11:14:31,SUCCESS,25000.0,NGN,ussd,TX-e931487658d3,,,,,,,
ORD-000025,2023-01-27T23:19:06Z,SUCCESS,25000.0,NGN,bank_transfer,b7a5dc354b34,,,,,,,,,,,,,,
,,,,,,,ORD-000369,2023/08/13 21:44:25,FAILED,12000.0,NGN,ussd,TX-1bebbd608e27,,,,,,,
,,,,,,,,,,,,,,ORD-000069,1691216784.0,SUCCESS,12000.0,NGN,card,TRX247361
,,,,,,,,,,,,,,ORD-000662,1699720811.0,SUCCESS,9000.0,NGN,bank_transfer,TRX115532
,,,,,,,,,,,,,,ORD-000532,1691164694.0,FAILED,18000.0,NGN,ussd,TRX300689
ORD-000501,2023-04-02T03:36:48Z,SUCCESS,9000.0,NGN,bank_transfer,9888af66d0d8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000226,1673590384.0,SUCCESS,40000.0,NGN,bank_transfer,TRX715682
,,,,,,,ORD-000540,2023/08/23 16:19:25,SUCCESS,5000.0,NGN,ussd,TX-853d5b4f1afb,,,,,,,
ORD-000051,2023-06-26T09:27:05Z,SUCCESS,25000.0,NGN,card,a517d1acdecb,,,,,,,,,,,,,,
,,,,,,,ORD-000255,2023/11/13 08:27:40,SUCCESS,12000.0,NGN,ussd,TX-4333615ac1e5,,,,,,,
,,,,,,,,,,,,,,ORD-000775,1695232165.0,SUCCESS,18000.0,NGN,bank_transfer,TRX687411
ORD-000433,2023-01-25T14:50:33Z,SUCCESS,12000.0,NGN,card,2b62f2046242,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000143,1676008935.0,FAILED,12000.0,NGN,ussd,TRX110179
,,,,,,,ORD-000701,2023/09/28 20:18:35,SUCCESS,5000.0,NGN,card,TX-e53c82d7593f,,,,,,,
ORD-000005,2023-05-02T02:21:53Z,SUCCESS,5000.0,NGN,ussd,d37a265bcd15,,,,,,,,,,,,,,
,,,,,,,ORD-000563,2023/11/10 06:43:45,SUCCESS,12000.0,NGN,bank_transfer,TX-5bc235279e6a,,,,,,,
ORD-001031,2023-07-24T11:57:39Z,FAILED,12000.0,NGN,card,139cc0ebb661,,,,,,,,,,,,,,
ORD-000725,2023-04-16T13:02:42Z,SUCCESS,9000.0,USD,card,6a3935195818,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000968,1681550403.0,SUCCESS,5000.0,NGN,bank_transfer,TRX333291
ORD-000922,2023-04-11T07:15:44Z,SUCCESS,25000.0,NGN,ussd,6227036fb6f2,,,,,,,,,,,,,,
,,,,,,,ORD-000471,2023/08/25 07:14:42,FAILED,25000.0,NGN,card,TX-cfdd1022426e,,,,,,,
,,,,,,,,,,,,,,ORD-000381,1686104655.0,SUCCESS,18000.0,NGN,card,TRX117743
ORD-000874,2023-05-17T03:45:45Z,FAILED,25000.0,NGN,card,3e21cee64152,,,,,,,,,,,,,,
ORD-001002,2023-04-04T18:20:44Z,FAILED,25000.0,NGN,card,cba6ec298ed6,,,,,,,,,,,,,,
ORD-000681,2023-06-08T01:32:57Z,SUCCESS,18000.0,NGN,card,7e6945cd712a,,,,,,,,,,,,,,
,,,,,,,ORD-000592,2023/01/24 20:35:44,SUCCESS,18000.0,USD,bank_transfer,TX-257cdb3b388a,,,,,,,
,,,,,,,,,,,,,,ORD-000616,1685233935.0,SUCCESS,25000.0,NGN,ussd,TRX719647
,,,,,,,,,,,,,,ORD-000517,1674857742.0,SUCCESS,5000.0,NGN,ussd,TRX126584
ORD-000934,2023-01-02T12:37:05Z,SUCCESS,9000.0,NGN,bank_transfer,4b04fb1debdc,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000642,1702980274.0,SUCCESS,5000.0,NGN,card,TRX565726
,,,,,,,ORD-000227,2023/06/21 18:59:54,FAILED,5000.0,NGN,ussd,TX-5b2dacfee49f,,,,,,,
,,,,,,,,,,,,,,ORD-000570,1673323958.0,FAILED,12000.0,NGN,card,TRX190314
ORD-000731,2023-11-26T19:11:39Z,SUCCESS,9000.0,NGN,bank_transfer,4077fb7d0ce4,,,,,,,,,,,,,,
ORD-001063,2023-09-15T17:07:29Z,SUCCESS,12000.0,USD,bank_transfer,a2f5fc81e2ba,,,,,,,,,,,,,,
,,,,,,,ORD-000332,2023/08/09 09:55:14,SUCCESS,5000.0,NGN,bank_transfer,TX-1ca0ccd8014a,,,,,,,
ORD-000480,2023-04-05T16:24:34Z,SUCCESS,40000.0,NGN,card,802227128367,,,,,,,,,,,,,,
,,,,,,,ORD-001196,2023/05/30 09:54:49,SUCCESS,18000.0,NGN,bank_transfer,TX-c55bea4cc982,,,,,,,
,,,,,,,,,,,,,,ORD-000979,1700430761.0,SUCCESS,9000.0,USD,card,TRX695512
,,,,,,,,,,,,,,ORD-000876,1703167692.0,FAILED,40000.0,NGN,ussd,TRX259631
,,,,,,,,,,,,,,ORD-000402,1699770263.0,SUCCESS,18000.0,NGN,bank_transfer,TRX999492
,,,,,,,,,,,,,,ORD-000499,1677679585.0,SUCCESS,25000.0,NGN,ussd,TRX575251
,,,,,,,,,,,,,,ORD-000535,1675156528.0,SUCCESS,9000.0,NGN,card,TRX929456
,,,,,,,,,,,,,,ORD-000987,1685634773.0,SUCCESS,12000.0,NGN,card,TRX481511
ORD-000208,2023-12-05T22:16:49Z,FAILED,9000.0,NGN,bank_transfer,f207437f23b8,,,,,,,,,,,,,,
ORD-000249,2023-02-22T21:55:07Z,SUCCESS,25000.0,NGN,bank_transfer,1a91b5366ad8,,,,,,,,,,,,,,
ORD-000385,2023-10-19T07:34:55Z,SUCCESS,25000.0,NGN,bank_transfer,3144f7c0b308,,,,,,,,,,,,,,
,,,,,,,ORD-000918,2023/02/09 11:12:26,SUCCESS,40000.0,USD,ussd,TX-6388fa7db479,,,,,,,
,,,,,,,ORD-000996,2023/11/25 22:11:35,SUCCESS,12000.0,NGN,ussd,TX-cc38605a586a,,,,,,,
,,,,,,,,,,,,,,ORD-000974,1700714506.0,SUCCESS,18000.0,NGN,ussd,TRX516843
,,,,,,,ORD-001195,2023/05/21 15:09:52,SUCCESS,40000.0,NGN,ussd,TX-b839182ea3c2,,,,,,,
,,,,,,,,,,,,,,ORD-000049,1703532695.0,FAILED,40000.0,NGN,card,TRX184100
,,,,,,,,,,,,,,ORD-000228,1698392202.0,SUCCESS,18000.0,NGN,card,TRX177384
ORD-001199,2023-03-16T18:28:35Z,SUCCESS,40000.0,USD,bank_transfer,ff1b791faa37,,,,,,,,,,,,,,
,,,,,,,ORD-001054,2023/02/24 02:30:37,SUCCESS,40000.0,NGN,card,TX-cd5ade3dc08d,,,,,,,
,,,,,,,ORD-001049,2023/09/12 10:25:37,SUCCESS,40000.0,NGN,ussd,TX-26fc9cdf2186,,,,,,,
,,,,,,,,,,,,,,ORD-001174,1674250327.0,SUCCESS,40000.0,USD,ussd,TRX959746
ORD-000830,2023-02-19T15:42:39Z,FAILED,12000.0,NGN,card,150b373c2acb,,,,,,,,,,,,,,
,,,,,,,ORD-001084,2023/07/11 18:27:30,SUCCESS,9000.0,USD,bank_transfer,TX-06b350bdeb60,,,,,,,
ORD-000846,2023-05-04T02:44:48Z,SUCCESS,9000.0,NGN,card,a2270616f67a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001087,1677101739.0,SUCCESS,5000.0,NGN,card,TRX651833
ORD-000815,2023-02-17T05:03:39Z,SUCCESS,40000.0,NGN,card,3e9560e6b212,,,,,,,,,,,,,,
,,,,,,,ORD-000458,2023/03/02 09:44:38,FAILED,40000.0,NGN,bank_transfer,TX-71ad55759376,,,,,,,
ORD-000489,2023-07-16T19:11:11Z,FAILED,5000.0,NGN,ussd,99361ecddbac,,,,,,,,,,,,,,
ORD-000948,2023-04-17T09:04:24Z,FAILED,25000.0,NGN,card,4ba5cab147d4,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-001171,1680185501.0,SUCCESS,25000.0,NGN,bank_transfer,TRX256431
ORD-000824,2023-12-20T23:52:57Z,FAILED,9000.0,USD,bank_transfer,91c8410d4741,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000533,1700908668.0,SUCCESS,9000.0,NGN,bank_transfer,TRX295559
ORD-000849,2023-04-11T06:01:20Z,SUCCESS,9000.0,NGN,ussd,d956a787dc1b,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000880,1697014057.0,SUCCESS,5000.0,NGN,ussd,TRX177998
,,,,,,,ORD-000456,2023/01/18 23:50:49,SUCCESS,25000.0,NGN,card,TX-e2db263847d3,,,,,,,
ORD-001344,2023-07-05T23:41:51Z,FAILED,12000.0,NGN,bank_transfer,fe8b3ff213cd,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000115,1703060575.0,SUCCESS,25000.0,NGN,card,TRX602172
,,,,,,,ORD-000107,2023/12/25 04:24:22,SUCCESS,5000.0,NGN,card,TX-12193cbafcd3,,,,,,,
ORD-000546,2023-04-02T09:54:21Z,SUCCESS,40000.0,NGN,card,11fc9cfee509,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000810,1673285749.0,FAILED,12000.0,NGN,card,TRX175980
,,,,,,,ORD-000014,2023/08/30 18:00:56,SUCCESS,25000.0,NGN,ussd,TX-57df64beab6d,,,,,,,
,,,,,,,ORD-000960,2023/10/08 04:43:03,SUCCESS,12000.0,NGN,ussd,TX-aa06ed110031,,,,,,,
ORD-001186,2023-10-24T13:38:55Z,SUCCESS,9000.0,USD,ussd,13deb3de5376,,,,,,,,,,,,,,
ORD-000925,2023-09-22T22:28:05Z,FAILED,9000.0,NGN,card,1a8ec1f02f59,,,,,,,,,,,,,,
,,,,,,,ORD-000934,2023/03/26 19:48:11,SUCCESS,12000.0,NGN,bank_transfer,TX-d9407786ae00,,,,,,,
ORD-000949,2023-02-10T10:01:48Z,FAILED,12000.0,USD,bank_transfer,2c816ff60bbb,,,,,,,,,,,,,,
,,,,,,,ORD-000329,2023/03/22 18:38:50,FAILED,12000.0,NGN,card,TX-374fc546e84e,,,,,,,
,,,,,,,ORD-000511,2023/10/16 14:20:15,SUCCESS,9000.0,NGN,ussd,TX-76508c7aa284,,,,,,,
,,,,,,,ORD-001145,2023/07/18 13:26:27,SUCCESS,5000.0,NGN,card,TX-5eb0c3c7d633,,,,,,,
,,,,,,,,,,,,,,ORD-001069,1679333448.0,FAILED,40000.0,NGN,ussd,TRX547489
,,,,,,,,,,,,,,ORD-000596,1684239539.0,FAILED,5000.0,NGN,card,TRX167164
,,,,,,,,,,,,,,ORD-000047,1682427296.0,FAILED,40000.0,NGN,bank_transfer,TRX172723
ORD-000329,2023-08-27T02:14:42Z,SUCCESS,12000.0,NGN,card,5bcf71cb4b55,,,,,,,,,,,,,,
ORD-000671,2023-05-09T22:37:19Z,FAILED,12000.0,NGN,ussd,64e030a54ee5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000067,1676384035.0,SUCCESS,12000.0,NGN,ussd,TRX844494
,,,,,,,ORD-000880,2023/03/22 18:37:07,SUCCESS,5000.0,NGN,card,TX-2b7d98924c77,,,,,,,
,,,,,,,ORD-000276,2023/04/04 10:48:26,SUCCESS,25000.0,NGN,card,TX-98b93d936259,,,,,,,
,,,,,,,,,,,,,,ORD-000390,1681648494.0,SUCCESS,18000.0,NGN,ussd,TRX446967
,,,,,,,ORD-001177,2023/06/18 20:03:40,SUCCESS,25000.0,NGN,card,TX-08e9653d823c,,,,,,,
ORD-000230,2023-10-03T12:41:08Z,SUCCESS,18000.0,NGN,card,f40cd62f0898,,,,,,,,,,,,,,
ORD-001144,2023-10-10T07:02:35Z,SUCCESS,5000.0,NGN,card,fb38911bf6c1,,,,,,,,,,,,,,
ORD-000571,2023-01-25T23:06:38Z,SUCCESS,18000.0,NGN,bank_transfer,408fe9841a0c,,,,,,,,,,,,,,
,,,,,,,ORD-000951,2023/01/12 21:28:12,SUCCESS,40000.0,NGN,bank_transfer,TX-14f4e86d5bb0,,,,,,,
,,,,,,,ORD-000057,2023/05/08 20:20:46,SUCCESS,12000.0,NGN,card,TX-4cd44a56c1a3,,,,,,,
,,,,,,,,,,,,,,ORD-000846,1678233990.0,SUCCESS,5000.0,NGN,ussd,TRX224796
,,,,,,,ORD-000651,2023/09/12 01:33:26,SUCCESS,40000.0,NGN,bank_transfer,TX-018325839f5b,,,,,,,
,,,,,,,ORD-000400,2023/05/09 02:51:19,SUCCESS,9000.0,NGN,ussd,TX-39c4d6f8b3bb,,,,,,,
,,,,,,,ORD-000334,2023/09/14 13:47:14,SUCCESS,12000.0,USD,ussd,TX-e2bbe578e009,,,,,,,
,,,,,,,ORD-001123,2023/06/27 02:29:57,SUCCESS,12000.0,NGN,ussd,TX-b3d54aafd855,,,,,,,
,,,,,,,,,,,,,,ORD-000118,1701080427.0,SUCCESS,9000.0,USD,bank_transfer,TRX456371
,,,,,,,,,,,,,,ORD-000407,1684749456.0,FAILED,12000.0,NGN,card,TRX914002
ORD-000665,2023-07-16T17:19:01Z,SUCCESS,40000.0,NGN,card,2aea9261f233,,,,,,,,,,,,,,
,,,,,,,ORD-001103,2023/06/06 01:39:43,FAILED,12000.0,USD,card,TX-44f46ba1e1ee,,,,,,,
,,,,,,,ORD-000039,2023/01/08 17:13:15,SUCCESS,25000.0,NGN,bank_transfer,TX-bf5f42a0635f,,,,,,,
,,,,,,,ORD-001040,2023/10/02 10:54:32,SUCCESS,25000.0,NGN,bank_transfer,TX-cf0f9838d315,,,,,,,
,,,,,,,ORD-000634,2023/03/11 03:55:38,SUCCESS,40000.0,NGN,card,TX-8e9d4292d515,,,,,,,
,,,,,,,,,,,,,,ORD-000605,1697054033.0,SUCCESS,40000.0,NGN,card,TRX931994
ORD-000834,2023-05-05T17:34:10Z,SUCCESS,5000.0,NGN,ussd,9d78ae14cb04,,,,,,,,,,,,,,
ORD-000386,2023-08-19T01:42:02Z,SUCCESS,12000.0,NGN,card,872e2c4d2af7,,,,,,,,,,,,,,
ORD-000958,2023-02-25T10:57:19Z,SUCCESS,40000.0,NGN,bank_transfer,e09dfc37c230,,,,,,,,,,,,,,
,,,,,,,ORD-000797,2023/08/02 09:38:21,SUCCESS,25000.0,USD,bank_transfer,TX-a5fa1d4225e4,,,,,,,
,,,,,,,ORD-000080,2023/12/08 01:21:58,SUCCESS,9000.0,NGN,card,TX-2c098825b7e2,,,,,,,
,,,,,,,,,,,,,,ORD-001069,1698598035.0,SUCCESS,9000.0,USD,card,TRX385521
,,,,,,,ORD-000145,2023/09/18 19:56:34,SUCCESS,25000.0,USD,ussd,TX-edf5b7497de3,,,,,,,
,,,,,,,ORD-000466,2023/09/24 17:59:27,SUCCESS,5000.0,NGN,bank_transfer,TX-166ecea4e10c,,,,,,,
,,,,,,,,,,,,,,ORD-000505,1700619666.0,SUCCESS,25000.0,NGN,ussd,TRX232797
,,,,,,,,,,,,,,ORD-000673,1685749877.0,SUCCESS,40000.0,NGN,card,TRX609345
,,,,,,,,,,,,,,ORD-001064,1684368057.0,SUCCESS,40000.0,NGN,card,TRX773928
,,,,,,,,,,,,,,ORD-001149,1689714485.0,SUCCESS,12000.0,NGN,ussd,TRX913634
ORD-001179,2023-06-03T18:17:42Z,SUCCESS,25000.0,NGN,card,f8b23ab7b5a8,,,,,,,,,,,,,,
ORD-001202,2023-04-03T02:58:31Z,SUCCESS,25000.0,NGN,bank_transfer,9fb5e1402351,,,,,,,,,,,,,,
ORD-000609,2023-05-02T09:57:00Z,SUCCESS,12000.0,NGN,ussd,6657906dbdc1,,,,,,,,,,,,,,
ORD-000089,2023-06-06T12:09:27Z,SUCCESS,9000.0,NGN,card,ad67e2c5c8a3,,,,,,,,,,,,,,
ORD-000704,2023-09-12T01:30:46Z,FAILED,25000.0,NGN,bank_transfer,ae3d2e3777dc,,,,,,,,,,,,,,
,,,,,,,ORD-000801,2023/12/30 18:30:57,SUCCESS,25000.0,NGN,bank_transfer,TX-074921392b1c,,,,,,,
,,,,,,,ORD-001056,2023/12/24 15:25:29,SUCCESS,40000.0,USD,bank_transfer,TX-288a335d9084,,,,,,,
,,,,,,,,,,,,,,ORD-001163,1674349520.0,SUCCESS,25000.0,NGN,ussd,TRX550041
ORD-000644,2023-07-17T01:09:13Z,SUCCESS,18000.0,NGN,ussd,f8c4364159c4,,,,,,,,,,,,,,
,,,,,,,ORD-001131,2023/05/27 23:05:56,SUCCESS,9000.0,USD,bank_transfer,TX-09c4244e1e77,,,,,,,
ORD-000080,2023-11-23T14:45:55Z,SUCCESS,18000.0,NGN,card,c1e2016da62e,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000201,1700723545.0,SUCCESS,40000.0,NGN,bank_transfer,TRX767755
,,,,,,,,,,,,,,ORD-000648,1673388200.0,SUCCESS,25000.0,NGN,card,TRX328497
,,,,,,,ORD-000321,2023/03/16 01:53:39,FAILED,12000.0,NGN,ussd,TX-62bb6e99589c,,,,,,,
ORD-001249,2023-08-14T21:18:15Z,SUCCESS,25000.0,NGN,bank_transfer,c4b3c2f6650f,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000089,1678815510.0,FAILED,40000.0,USD,card,TRX940079
,,,,,,,ORD-000401,2023/06/28 02:28:07,FAILED,12000.0,NGN,ussd,TX-af13303fba98,,,,,,,
,,,,,,,,,,,,,,ORD-000584,1687647146.0,FAILED,9000.0,NGN,ussd,TRX246437
ORD-000504,2023-07-07T05:13:52Z,SUCCESS,25000.0,NGN,bank_transfer,fde6536434a2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000069,1680685787.0,SUCCESS,40000.0,NGN,bank_transfer,TRX573415
,,,,,,,ORD-000086,2023/01/15 06:30:53,FAILED,5000.0,NGN,card,TX-9f16f63d96e4,,,,,,,
ORD-000634,2023-12-30T21:38:20Z,SUCCESS,18000.0,NGN,bank_transfer,4b17a1761b73,,,,,,,,,,,,,,
,,,,,,,ORD-000228,2023/02/11 20:31:20,SUCCESS,25000.0,USD,card,TX-eb6a48c51ddc,,,,,,,
ORD-000303,2023-09-20T22:06:17Z,SUCCESS,12000.0,NGN,card,13820e684ac7,,,,,,,,,,,,,,
ORD-001389,2023-02-10T03:27:33Z,SUCCESS,25000.0,NGN,card,3582d398206b,,,,,,,,,,,,,,
ORD-000055,2023-05-30T23:40:32Z,SUCCESS,12000.0,NGN,bank_transfer,02b05bf25d39,,,,,,,,,,,,,,
ORD-000009,2023-05-25T01:46:08Z,SUCCESS,5000.0,NGN,bank_transfer,934d5956bb7c,,,,,,,,,,,,,,
,,,,,,,ORD-000836,2023/10/02 01:32:00,SUCCESS,18000.0,NGN,card,TX-43dac364ef20,,,,,,,
,,,,,,,ORD-000639,2023/04/01 03:12:21,SUCCESS,9000.0,NGN,bank_transfer,TX-cc5397e6e48b,,,,,,,
ORD-000127,2023-09-21T10:54:20Z,SUCCESS,9000.0,NGN,card,a12aafc9770b,,,,,,,,,,,,,,
ORD-000501,2023-08-08T15:26:56Z,SUCCESS,9000.0,USD,ussd,9f8bb1beb639,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000869,1673114107.0,FAILED,5000.0,NGN,ussd,TRX691641
,,,,,,,,,,,,,,ORD-000691,1673315158.0,SUCCESS,5000.0,NGN,bank_transfer,TRX552634
,,,,,,,ORD-000947,2023/12/23 09:27:43,SUCCESS,9000.0,NGN,bank_transfer,TX-1fcc64d700c2,,,,,,,
,,,,,,,,,,,,,,ORD-000425,1700996881.0,FAILED,18000.0,NGN,bank_transfer,TRX557623
,,,,,,,ORD-000336,2023/05/29 12:09:24,FAILED,9000.0,NGN,card,TX-e052e3b8f16c,,,,,,,
,,,,,,,,,,,,,,ORD-000474,1697183363.0,SUCCESS,9000.0,NGN,card,TRX706067
,,,,,,,ORD-000301,2023/01/01 22:47:02,SUCCESS,5000.0,NGN,card,TX-42a01c38ea73,,,,,,,
,,,,,,,ORD-000856,2023/12/03 06:41:56,FAILED,9000.0,NGN,ussd,TX-9c3e1b646325,,,,,,,
ORD-000949,2023-10-18T17:26:09Z,SUCCESS,12000.0,NGN,bank_transfer,d3ebb1955678,,,,,,,,,,,,,,
ORD-001147,2023-07-10T16:24:36Z,SUCCESS,9000.0,USD,ussd,17f2007c9d9f,,,,,,,,,,,,,,
,,,,,,,ORD-000298,2023/06/05 10:24:28,FAILED,25000.0,NGN,card,TX-f1b22c1df449,,,,,,,
,,,,,,,ORD-000053,2023/03/07 00:23:02,SUCCESS,12000.0,NGN,ussd,TX-3405b03e5b2c,,,,,,,
ORD-000859,2023-07-15T10:48:39Z,SUCCESS,12000.0,NGN,card,65e817e8f138,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000027,1686521920.0,SUCCESS,12000.0,NGN,card,TRX561332
ORD-000527,2023-03-10T16:40:43Z,SUCCESS,18000.0,NGN,card,edf18363b651,,,,,,,,,,,,,,
ORD-000962,2023-08-01T14:39:00Z,SUCCESS,5000.0,NGN,bank_transfer,f0ebd0399162,,,,,,,,,,,,,,
ORD-000559,2023-05-04T12:43:27Z,SUCCESS,5000.0,NGN,bank_transfer,4f787e5d3cd2,,,,,,,,,,,,,,
,,,,,,,ORD-000177,2023/12/18 10:06:37,SUCCESS,9000.0,NGN,ussd,TX-0b81d6acec88,,,,,,,
ORD-000318,2023-07-22T21:36:42Z,FAILED,9000.0,NGN,ussd,e45380a8c892,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ORD-000146,1694136938.0,SUCCESS,5000.0,NGN,bank_transfer,TRX101373
,,,,,,,ORD-001010,2023/09/08 16:15:05,SUCCESS,18000.0,NGN,bank_transfer,TX-2fc76a23a4fd,,,,,,,
,,,,,,,,,,,,,,ORD-000815,1689822169.0,FAILED,40000.0,NGN,card,TRX520918
,,,,,,,,,,,,,,ORD-000967,1700653629.0,SUCCESS,25000.0,NGN,card,TRX649135
,,,,,,,ORD-000253,2023/10/23 12:44:58,SUCCESS,40000.0,NGN,bank_transfer,TX-899aa73fd9c5,,,,,,,
,,,,,,,,,,,,,,ORD-000765,1695538565.0,SUCCESS,5000.0,NGN,bank_transfer,TRX704819
,,,,,,,,,,,,,,ORD-001140,1681312100.0,SUCCESS,40000.0,NGN,ussd,TRX224256
,,,,,,,,,,,,,,ORD-001054,1695521185.0,SUCCESS,5000.0,NGN,card,TRX602832
,,,,,,,,,,,,,,ORD-000212,1674370455.0,SUCCESS,9000.0,NGN,bank_transfer,TRX335861
,,,,,,,,,,,,,,ORD-001123,1685046670.0,SUCCESS,40000.0,NGN,ussd,TRX259033
ORD-000602,2023-02-02T07:49:46Z,SUCCESS,5000.0,USD,bank_transfer,5ee953f7d5c8,,,,,,,,,,,,,,
,,,,,,,ORD-001169,2023/01/20 21:36:24,SUCCESS,18000.0,NGN,card,TX-35a46b4741bb,,,,,,,
,,,,,,,ORD-000742,2023/10/10 03:35:23,FAILED,12000.0,NGN,bank_transfer,TX-30d7a83a61c3,,,,,,,
ORD-001158,2023-03-05T11:40:20Z,SUCCESS,40000.0,NGN,ussd,11ace659d974,,,,,,,,,,,,,,
,,,,,,,ORD-000068,2023/01/05 15:25:49,SUCCESS,18000.0,NGN,card,TX-46112fe95a18,,,,,,,
